speed,distance,traffic,weather_conditions,Time_Arrival
66,12.77126044177799,0.5604192306456199,14.77971460397256,1.9242073125124235
39,27.367505361881225,0.9767359103647876,12.7473672830627,3.4527251353857062
49,32.01984673065115,0.5007629792217769,14.674714545245816,2.540333900577075
71,19.206991392392254,0.49596199687172715,12.568860457974585,1.9364399284476845
86,16.9156500641364,0.4003128233146731,4.881151757991745,1.66881332924791
72,32.74554230088597,0.41101898339494547,19.87297732180285,2.06176669834025
76,31.015059282289503,0.177752064850765,5.90294881057933,1.6083461350884205
90,22.368565156145827,0.9335049938642555,10.994122368927945,2.67086611723734
66,17.105828873883546,0.18383486224174594,1.1777553169405495,1.3952380790753423
88,4.313650642357807,0.5974057511509934,18.436712703346416,1.7553515097945427
80,15.412959795319646,0.24699711338199715,7.41912935364876,1.3891212605136618
91,38.777622140673685,0.761878403312474,5.988037680136606,2.6586401449621166
64,39.80592257966856,0.9503674181579684,7.5757003852403475,3.2920117405025056
75,39.15817753965436,0.6972086214664502,10.475479979480806,2.686802816895885
47,31.098967336503748,0.0943223411760512,3.6956514000380873,1.8638841226783063
66,32.40379769694478,0.7694705830001103,9.549340251748053,2.766343576449012
47,9.402012399752953,0.1592416507582316,12.270479704337259,1.2374050890429373
34,14.14652110874379,0.8154207837774055,16.79354256566056,2.7149841103360735
74,8.938101927387098,0.1908656920920373,5.607104050972577,1.1819540035649447
48,30.486186892038916,0.1358460168937885,2.1675119843092023,1.89802674619694
90,9.8642122205047,0.9727035527476791,19.123620169411023,2.5056246162432836
66,8.72566278642913,0.14629927917927577,10.090412921039261,1.1128831302367983
76,8.879323915747989,0.5891815299905995,19.008663951015645,1.8460147229559354
63,34.900344901899665,0.9738971243095258,10.077348501221422,3.2217050447576594
73,26.086281188343914,0.3823462988710369,1.2720545986868252,1.8961771586025087
36,30.048572969903148,0.5629844752886886,14.084439134530298,2.9341923641679997
30,39.253963049659475,0.06335188916791112,18.462414719334237,2.7930378009404535
93,23.204256453245254,0.688907858572415,14.83312502898296,2.236659858709316
64,4.2318443295760275,0.9026559355344898,15.10860860029264,2.3229806299337845
95,15.268571350455009,0.6138552828779463,11.356909738675917,1.973228177672019
34,18.3514394463285,0.2190334519975169,13.61044526413765,1.8713498422981587
52,22.055708107488115,0.15369281976877358,12.443256879088464,1.5783050045499172
72,1.1287099261213336,0.486539360649597,8.703763093692682,1.528586274515121
90,31.82781057546977,0.5298137396568042,18.872470975794272,2.113243804700374
32,17.729165625368726,0.6794482021851237,16.041943237951457,2.694588427282318
71,34.38977244424752,0.09089705726243658,5.893254282197707,1.5758105770966886
42,8.328496290020443,0.1919830167455071,5.543040377104919,1.3054241865361953
67,13.673623815137711,0.7991531226184084,4.316988153339585,2.379485666032799
47,6.774887786105199,0.023233933694507658,2.044773593192599,0.9323077333714154
33,29.09838798710887,0.6479369855741834,13.297260752439296,3.1581729028926406
68,3.1116850982060873,0.48094034492141624,11.13936843746086,1.5610285414004417
34,15.10027069545574,0.39572494138658365,4.458623991998174,2.049115663738157
36,5.965349389885701,0.5020100890443372,19.389208891569158,1.7692369961731735
84,21.84243152630306,0.320153734803888,15.545791988243598,1.6063907223429914
66,11.575442460474598,0.7570689250484081,12.066239244390873,2.245397175826659
90,26.210864233009715,0.7486537106745709,6.156502696425411,2.4239089185168208
55,31.929493718593367,0.935494468766692,14.377931700769075,3.1874969498436325
64,17.479853638214035,0.2955967200821099,11.178317282087688,1.592656133914394
41,23.17380103319047,0.8345914911400847,10.59030188302019,2.9944979207279947
48,26.59491662869477,0.6038471547701298,6.131628484961011,2.582145336774868
34,23.127313104200553,0.4204684081278074,14.59552458468078,2.4418662679565784
83,12.854609021770514,0.7699380497074038,12.982221809946726,2.233965820901055
40,11.304012939266675,0.3893398760192516,10.794495807520102,1.772316527008451
78,30.744690129030303,0.34721097892195973,16.703699153930202,1.8614826290520523
92,22.66878036035113,0.35815168062206204,4.537273454328043,1.6735604835365767
69,35.58892088407421,0.9305564323922658,11.717447376529867,3.082768380615541
51,25.680538120471194,0.5182581366542538,3.0187907924524264,2.359473115113499
65,7.182076472850026,0.8154642993852596,1.6337686205064794,2.266831156783624
79,12.757258460908567,0.9246538659184352,18.171127883790348,2.5046913296452797
69,1.2191165993598212,0.6850539153119405,19.325852485909728,1.8578618326143927
90,3.660384893141447,0.2952581122498905,5.122782204308819,1.2401480710302146
34,18.438022139378162,0.8891462309554473,6.053622905799982,3.0631488249283336
93,7.8324164022244425,0.1314295327563605,19.52307563334078,0.9928458885154032
49,23.81239599056469,0.4855831463017247,12.874104147569208,2.255061873595841
89,33.4755691422079,0.3698355714324393,8.021983387128802,1.8901993330244276
43,27.851023557822984,0.09126571289538088,16.652638702123216,1.8107249132902017
93,16.3757982605269,0.3512649937473802,6.826785108063591,1.5468128580929654
48,5.270637032400551,0.014123446759605751,3.6213270681067544,0.8594312636977043
66,26.06676139965101,0.8272545291083517,5.400547815320683,2.7253995467256296
68,28.950872444424707,0.8237665549894553,12.061958943196014,2.7542021157580114
77,39.04714228155512,0.3119515371683109,17.840059860879045,1.9743781494405646
45,21.09590266310999,0.9826016648984246,13.551139692873397,3.0966023613004934
56,13.824517886558615,0.8422222687898556,3.913953594654331,2.5226613691399806
84,36.700927198368746,0.742128944319253,11.90263754407525,2.629143861180588
69,34.62160575495734,0.5180020610497417,17.734009769783334,2.3268108302037205
43,8.054686412781114,0.5349951373957951,14.840427353503149,1.8699067954342055
81,39.81562543503434,0.43971243690728545,2.5951409098993055,2.204090250367357
92,25.96454978819052,0.2958387876812588,11.759792489765417,1.6061687041038342
62,13.835184904995646,0.6787682659293333,4.233265265304405,2.198834741452454
30,38.6888362874887,0.891247692813973,2.2004931166568964,4.244879108348469
58,19.828192115259533,0.4187418365081299,17.47347796011675,1.9032228837185978
78,33.12533710587075,0.5757935303323491,10.218253655331559,2.3222699831872116
35,26.800196707549965,0.5082463941499984,17.21048842520005,2.724150966358962
73,11.532334427871346,0.8166448858773679,5.0480810718593565,2.3364294819279143
77,5.569243044411307,0.020082151523829306,7.196542865041307,0.8040182724336425
77,5.3736565024190375,0.5533278279257241,6.408011569866299,1.7347974181186325
30,5.743382414560857,0.2868534429044054,14.032070865165023,1.4437397910743033
89,38.397781047175926,0.5915346149210309,9.102559417647498,2.36262200302041
66,4.736808237403327,0.9148352155181937,13.602596398139568,2.3561501667111604
82,16.65212753119117,0.2663206701694152,14.160271616221198,1.4257618512195795
78,27.869963689159288,0.9478775458014774,19.15139367266773,2.8500369450954697
50,16.78955437258282,0.9856350196929817,5.2548047634564465,2.910210771048075
51,35.16723627489318,0.769464391613703,14.154433112355115,3.0681158939075823
71,23.765075846108964,0.8570304762670303,2.0443780465547827,2.6898953439400737
77,29.76727358845467,0.6755543460891011,10.163313980872786,2.4373020408617707
42,12.805304352344967,0.042746896998807626,7.973382128313369,1.2063245344777587
43,33.644080707192174,0.09721810861228752,10.993294146955275,2.043439466606365
33,12.31091833694404,0.4294473945279653,3.264745227087127,1.9992238748654554
54,21.56506777323187,0.10958229463261415,12.208816533232769,1.4627505419523308
82,35.30072191699284,0.9306907880890175,7.1610463769113055,2.9585576206293904
94,24.994849123719025,0.3249899194967506,5.776769064914116,1.6435904904495273
36,37.710727354151786,0.48132402281310716,6.814385185473482,3.139136894807342
95,17.119043428945382,0.46817602021898863,2.0317152815515294,1.7674440230160404
86,22.076301384298763,0.37400691945441356,6.031829819411473,1.7144503337476835
37,29.180756520941014,0.11393879015451591,12.571469827785691,2.0793298276353696
82,27.42949371859951,0.19958935696072,17.303724550118755,1.5085205683263854
84,17.168940468238784,0.9734430318112273,19.868745685024933,2.653872159724824
77,25.80794451113144,0.5853594398376274,4.733585494493923,2.2097953439641573
69,14.745345017350946,0.5906127694044748,19.662596789922805,1.9989088997868856
58,27.948234613691675,0.6485983810743093,8.295772771871661,2.543072669375104
93,21.966767401612085,0.5936819733461319,11.408613506942817,2.0560254574376935
72,4.9613605676812345,0.37546804486576135,6.593727777918459,1.4217933193608365
92,18.172105213519277,0.594086320022381,9.69938406052691,1.9995791575465134
91,12.093317280670925,0.3037350570800079,9.826725802636123,1.3899983282092145
54,33.95517688879198,0.5183563874391013,1.8988740642909607,2.5580452596517445
31,18.533970439427183,0.30387850746359946,2.8715176812218672,2.132327050469968
59,35.08239598604344,0.2829105012526404,15.778338516374156,2.0647248922329666
80,18.159108114282983,0.1918520273018386,15.608043070392938,1.3299964339318167
72,37.75177017882548,0.1557546603970441,16.596158610143135,1.7304953499446478
58,3.838758535412429,0.5588183184548664,1.0387647462608791,1.749503029190683
59,17.66793505671012,0.6245572681222156,6.679436042145732,2.218574411159096
64,16.878467324706115,0.35481118847291737,6.6671651807880075,1.6905882995213082
58,26.864694927236023,0.9120378925379241,13.61829869931774,2.9641906206130755
61,22.850638687885798,0.1081904274034029,18.887396901022278,1.4081944855416932
51,32.72932052270582,0.99089505057594,5.144809168291232,3.3987789810952904
91,37.15582868178327,0.010951177613247376,11.432659142176172,1.3057186078662224
50,18.81893396889428,0.007068915793992714,9.31100944622366,1.2531690881315685
55,29.54598103770458,0.3814522357001625,14.976404523900047,2.1488596665621262
79,17.538254619861245,0.7683635550985614,7.595309511984044,2.3471094283975997
60,21.547292900284514,0.23131559079822972,12.970386022388396,1.611256822093012
55,24.56847141770262,0.8011387473061857,13.686872446994347,2.7441640887546668
70,22.387465056628965,0.8254739752255256,17.827779146010602,2.5797732392869377
35,33.891974937051565,0.6039029543478776,8.636989904635996,3.2260095508962703
85,32.659921593754945,0.40705501310242076,19.379243407048193,1.9453105445308405
37,1.6369220366409052,0.9267501702609935,5.369945447608906,2.3503558771083295
89,24.684085860463803,0.3531685268658361,7.146071367479671,1.7080902193929695
77,3.776691764050527,0.8223095107896526,19.432251023161765,2.1469877213334336
90,38.214159792829804,0.30813019968226274,9.746603320619021,1.8546739881376695
37,7.308269935316,0.2538519867210297,5.004077563597436,1.4135564397963725
37,12.57312790814432,0.8316417001668976,14.401495834246962,2.6287295029872673
63,16.650617129721663,0.7442297384322661,13.082688246019867,2.3601315045094156
50,13.435674664296133,0.32777345392534685,15.39820829848728,1.6336206632502988
58,32.90669943819486,0.45755340813337764,10.094404311355454,2.3390278643163693
86,21.051134145791146,0.16942616062895366,10.063371011984078,1.3297029792514792
93,18.96555016429957,0.35363017138050523,11.190819643444346,1.5858327806081514
48,15.071168287084463,0.9475476838576321,12.403888179799418,2.795107123014568
52,25.981204208472015,0.5411745350072726,18.20201009014076,2.363100629730131
68,37.40125804611795,0.6838589857236965,5.81551960378927,2.716467952328996
87,24.229688588125946,0.40353199986496235,19.391762159499198,1.773540373913935
40,31.008718237888655,0.3491528694677082,10.107538906481057,2.4748174335461486
33,36.88546728412512,0.8292626665340258,8.117789679548949,3.8553913004315117
89,24.026413261719544,0.06418820555358562,1.975680352446983,1.2011431315845784
69,39.49011143818387,0.5948472879075009,6.2402078099861615,2.5947736471619995
59,13.732079086783557,0.6990936352522674,16.068404814341587,2.2257661224022396
44,30.66721673065111,0.6218801378146425,17.99673022525377,2.813792185356115
79,21.1820674925897,0.38309002043823026,16.93592616676159,1.7264314362698645
60,37.28864480239779,0.2777708668537735,4.584084061812067,2.1201834546226306
57,27.021582169196833,0.9002077582493018,11.704006024380318,2.9643524554741965
42,20.920794217538262,0.8746102471459218,7.20967091684255,2.9662105560893397
52,30.02711153225134,0.8637847964277641,9.225017212018994,3.06746900389903
77,35.836119963280204,0.9940947680487215,18.353842936471665,3.101795276331377
